Key	Ýngilizce	Türkçe
$SHIELDS	SHIELDS	 KALKANLAR
$SHIELDWT	Shielded	 Korumalý
$SHIP	SHIP	 GEMÝ
$Ship	Ship	 Gemi
$SHIP INFORMATION	SHIP INFORMATION	 GEMÝ BÝLGÝLERÝ
$Ship Overview	Ship Overview	 Gemiye Genel Bakýþ
$Ship Reticle Sensitivity	Ship Reticle Sensitivity	 Gemi Niþangah Hassasiyeti
$Ship Reticle Sensitivity Desc	Adjust the sensitivity of the ship reticle.	 Gemi niþangahýnýn hassasiyetini ayarlayýn.
$SHIP SPECS	SHIP SPECS	 GEMÝ ÖZELLÝKLERÝ
$SHIP SYSTEMS	SHIP SYSTEMS	 GEMÝ SÝSTEMLERÝ
$SHIP TANK	SHIP TANK	 GEMÝ TANKI
$SHIP TOO LARGE	SHIP TOO LARGE	GEMÝ ÇOK BÜYÜK
$ShipBuilderUnresolvedErrors	Ship cannot be finalized due to errors in Flight Check. Exit will undo all changes. Exit Ship Builder?	 Uçuþ Kontrolündeki hatalar nedeniyle gemi sonlandýrýlamýyor. Çýkýþ tüm deðiþiklikleri geri alacaktýr. Ship Builder'dan çýkýlsýn mý?
$ShipBuilderUnresolvedErrorsTitle	UNRESOLVED ERRORS	 ÇÖZÜLMEYEN HATALAR
$ShipBuilder_Add	SHIPBUILDER (ADD)	 GEMÝ ÝNÞAATI (EKLE)
$ShipBuilder_Add_Change	Change Piece	 Parçayý Deðiþtir
$ShipBuilder_Add_Down	Down	 Aþaðý
$ShipBuilder_Add_Flip	Flip Piece	 Çevirme Parçasý
$ShipBuilder_Add_NextCategory	Next Category	 Sonraki Kategori
$ShipBuilder_Add_NextModule	Next Module	 Sonraki Modül
$ShipBuilder_Add_NextVariant	Next Variant	 Sonraki Varyant
$ShipBuilder_Add_PrevCategory	Previous Category	 Önceki Kategori
$ShipBuilder_Add_PrevModule	Previous Module	 Önceki Modül
$ShipBuilder_Add_PrevVariant	Previous Variant	 Önceki Varyant
$ShipBuilder_Add_Up	Up	Yukarý
$ShipBuilder_Color	SHIPBUILDER (COLOR)	 GEMÝ YAPIMCISI (RENKLÝ)
$ShipBuilder_Color_Accept	Accept	 Kabul etmek
$ShipBuilder_Color_Cancel	Cancel	 Ýptal etmek
$ShipBuilder_Color_Default	Default	 Varsayýlan
$ShipBuilder_Color_NextColor	Next Color	 Sonraki Renk
$ShipBuilder_Color_NextControl	Next Control	 Sonraki Kontrol
$ShipBuilder_Color_NextValue	Next Value	 Sonraki Deðer
$ShipBuilder_Color_PrevColor	Previous Color	 Önceki Renk
$ShipBuilder_Color_PrevControl	Previous Control	 Önceki Kontrol
$ShipBuilder_Color_PrevValue	Previous Value	 Önceki deðer
$ShipBuilder_Edit	SHIPBUILDER (EDIT)	 GEMÝ ÝNÞAATI (DÜZENLE)
$ShipBuilder_Edit_Accept	Accept	 Kabul etmek
$ShipBuilder_Edit_Delete	Delete Piece	 Parçayý Sil
$ShipBuilder_Edit_Flip	Flip Piece	 Çevirme Parçasý
$ShipBuilder_Edit_FlipDelete	Flip/Delete Piece	 Parçayý Çevir/Sil
$ShipBuilder_Edit_NextVariant	Next Variant	 Sonraki Varyant
$ShipBuilder_Edit_PrevVariant	Previous Variant	 Önceki Varyant
$ShipBuilder_Edit_Select	Select Piece	 Parça Seç
$ShipBuilder_Empty	SHIPBUILDER (EMPTY)	 GEMÝ ÝNÞAATI (BOÞ)
$ShipBuilder_Empty_Add	Add	 Eklemek
$ShipBuilder_Empty_Color	Color	 Renk
$ShipBuilder_Empty_Delete	Delete	 Silmek
$ShipBuilder_Empty_Edit	Edit	 Düzenlemek
$ShipBuilder_Empty_Exit	Exit	 çýkýþ
$ShipBuilder_Empty_FlightCheck	Flight Check	 Uçuþ Kontrolü
$ShipBuilder_Empty_Redo	Redo	 Yinele
$ShipBuilder_Empty_Select	Select	 Seçme
$ShipBuilder_Empty_TemplateColor	Template Color Mode	 Þablon Renk Modu
$ShipBuilder_Empty_TemplateColorApply	Template Color Apply	 Þablon Rengi Uygula
$ShipBuilder_Empty_TemplateColorSave	Template Color Save	 Þablon Rengi Kaydet
$ShipBuilder_Empty_Undo	Undo	 Geri alma
$ShipBuilder_ExitConfirm	SHIPBUILDER (EXIT CONFIRM)	 GEMÝ ÝNÞAATÇISI (ÇIKIÞ ONAYLA)
$ShipBuilder_ExitConfirm_Accept	Accept	 Kabul etmek
$ShipBuilder_ExitConfirm_Cancel	Cancel	 Ýptal etmek
$ShipBuilder_ExitConfirm_Exit	Exit	 çýkýþ
$ShipBuilder_FlightCheck	SHIPBUILDER (FLIGHT CHECK)	 GEMÝ ÝNÞAATI (UÇUÞ KONTROLÜ)
$ShipBuilder_FlightCheck_Accept	Accept	 Kabul etmek
$ShipBuilder_FlightCheck_Cancel	Cancel	 Ýptal etmek
$ShipBuilder_FlightCheck_Exit	Exit	 çýkýþ
$ShipBuilder_FlightCheck_NextCategory	Next Category	 Sonraki Kategori
$ShipBuilder_FlightCheck_PrevCategory	Previous Category	 Önceki Kategori
$ShipBuilder_FlightCheck_Rename	Rename	 Yeniden isimlendirmek
$ShipBuilder_Selection	SHIPBUILDER (SELECTION)	 GEMÝ ÝNÞAATI (SEÇÝM)
$ShipBuilder_Selection_Add	Add	 Eklemek
$ShipBuilder_Selection_Cancel	Cancel	 Ýptal etmek
$ShipBuilder_Selection_Color	Color	 Renk
$ShipBuilder_Selection_Delete	Delete	 Silmek
$ShipBuilder_Selection_Edit	Edit	 Düzenlemek
$ShipBuilder_Selection_Redo	Redo	 Yinele
$ShipBuilder_Selection_Select	Select	 Seçme
$ShipBuilder_Selection_Undo	Undo	 Geri alma
$ShipBuilder_Upgrade	SHIPBUILDER (UPGRADE)	 GEMÝ ÝNÞAATI (YÜKSELTME)
$ShipBuilder_Upgrade_Accept	Accept	 Kabul etmek
$ShipBuilder_Upgrade_Down	Down	 Aþaðý
$ShipBuilder_Upgrade_Exit	Exit	 çýkýþ
$ShipBuilder_Upgrade_NextCategory	Next Category	 Sonraki Kategori
$ShipBuilder_Upgrade_PrevCategory	Previous Category	 Önceki Kategori
$ShipBuilder_Upgrade_Up	Up	Yukarý
$ShipBuilder_Upgrade_ZoomModelIn	Zoom In	 Yakýnlaþtýr
$ShipBuilder_Upgrade_ZoomModelOut	Zoom Out	 Uzaklaþtýr
$ShipCannotBeRemoved	This ship cannot be removed at this time.	 Bu gemi þu anda kaldýrýlamaz.
$ShipCannotBeSold	This ship cannot be sold at this time.	 Bu gemi þu anda satýlamaz.
$ShipCrewAssign	Choose a new assignment for {0}.	 {0} için yeni bir ödev seçin.
$ShipCrewAssignTo	Assign {0} to {1}?	 {0}, {1}'a atansýn mý?
$ShipCrewChangeAssignment	Change {0}'s assignment to {1}?	{0}'ýn atamasý {1} olarak deðiþtirilsin mi?
$ShipCrewNoAssignments	No assignments are currently available for {0}.	 {0} için þu anda kullanýlabilir ödev yok.
$ShipCrewNoAssignmentsTip	Crew from any location can be assigned to a landed ship.	 Herhangi bir lokasyondaki mürettebat, karaya çýkan bir gemiye atanabilir.
$ShipCrewNoSpace	There are no {0} to assign crew to.	 Mürettebatýn atanacaðý {0} yok.
$ShipCrewUnassign	Unassign {0} from {1}?	 {0} adlý kiþinin atamasý {1} öðesinden kaldýrýlsýn mý?
$ShipFlightCam_FreeRot	SHIP CAMERA (DOCKED/GROUNDED)	 GEMÝ KAMERA (YEMÝÞLÝ/TOPRAKLI)
$ShipFlightCam_FreeRot_FOVZoomIn	Zoom Camera In	 Kamerayý Yakýnlaþtýr
$ShipFlightCam_FreeRot_FOVZoomOut	Zoom Camera Out	 Kamerayý Uzaklaþtýr
$ShipHasDecorationsWarning	Modifying this ship will remove any interior decorations.	 Bu gemiyi deðiþtirmek tüm iç dekorasyonlarý kaldýracaktýr.
$ShipHUD	SPACESHIP (FLIGHT)	 UZAY GEMÝSÝ (UÇUÞ)
$ShipHUD_AltHold	Ship Alternate Control Hold	 Gemi Alternatif Kontrol Bekletme
$ShipHUD_Boosters	Fire Boosters	 Yangýn Arttýrýcýlar
$ShipHUD_Cancel	Cancel	 Ýptal etmek
$ShipHUD_Cancel_Cancel	Cancel	 Ýptal etmek
$ShipHUD_Down	Decrease System Power	 Sistem Gücünü Azaltýn
$ShipHUD_Left	Previous System	 Önceki Sistem
$ShipHUD_PhotoMode	Open Photo Mode	 Fotoðraf Modunu Aç
$ShipHUD_RepairShip_GP	Repair	 Tamirat
$ShipHUD_RepairShip_KBM	Repair	 Tamirat
$ShipHUD_Right	Next System	 Sonraki Sistem
$ShipHUD_SelectTarget	Select Target	 Hedef seç
$ShipHUD_SHMonocle	Open Scanner	 Tarayýcýyý Aç
$ShipHUD_SwitchFlightModes	Switch Flight Modes	 Uçuþ Modlarýný Deðiþtir
$ShipHUD_TogglePOV	Toggle POV	 Bakýþ Açýsýný Deðiþtir
$ShipHUD_Up	Increase System Power	 Sistem Gücünü Artýrýn
$ShipHUD_WeaponGroup1	Fire Weapon 0	 Ateþli Silah 0
$ShipHUD_WeaponGroup2	Fire Weapon 1	 Ateþli Silah 1
$ShipHUD_WeaponGroup3	Fire Weapon 2	 Ateþli Silah 2
$ShipHUD_XButton	Ship Action 1	 Gemi Eylemi 1
$ShipInfo	SHIP INFO	 GEMÝ BÝLGÝLERÝ
$ShipInfo_BuySell	SHIP INFO TRANSACTION	 GEMÝ BÝLGÝ ÝÞLEMLERÝ
$ShipInfo_BuySell_Exit	Exit	 çýkýþ
$ShipInfo_BuySell_ShipTransaction	Ship Transaction	 Gemi Ýþlemi
$ShipInfo_BuySell_SwitchCategory	Switch Category	 Kategoriyi Deðiþtir
$ShipInfo_CargoHold	Cargo Hold	 Yük ambarý
$ShipInfo_Crew	Crew	 Mürettebat
$ShipInfo_Exit	Exit	 çýkýþ
$ShipInfo_HomeShip	Home Ship	 Ana Sayfa Gemi
$ShipInfo_Inspect	Inspect	 Ýncelemek
$ShipInfo_Modify	SHIP INFO MODIFICATION	 GEMÝ BÝLGÝLERÝNÝN DEÐÝÞTÝRÝLMESÝ
$ShipInfo_Modify_Crew	Crew	 Mürettebat
$ShipInfo_Modify_Exit	Exit	 çýkýþ
$ShipInfo_Modify_HomeShip	Home Ship	 Ana Sayfa Gemi
$ShipInfo_Modify_ShipBuilder	Open Ship Builder	 Gemi Ýnþaatçýsýný Aç
$ShipInfo_Modify_UpgradeShip	Upgrade Ship	 Gemiyi Yükselt
$ShipInfo_NextShip	Next Ship	 Sonraki Gemi
$ShipInfo_PreviousShip	Previous Ship	 Önceki Gemi
$ShipInfo_Remove	Remove	 Kaldýrmak
$ShipInfo_Repair	Repair	 Tamirat
$ShipInfo_Rotate	Rotate	 Döndür
$ShipInfo_ShipTransaction	Register Ship	 Gemiyi Kaydet
$ShipIsNotOwned	You do not own this ship.	 Bu geminin sahibi sen deðilsin.
$ShipNotAtLandingPad	This ship is not at the landing pad.	 Bu gemi iniþ pistinde deðil.
$ShipPower_A	A	A
$ShipPower_B	B	 B
$ShipPower_C	C	 C
$ShipPower_M	M	 M
$ShipRenameHeader	Name	 Ýsim
$Ship_QuickContainer	SHIP QUICK CONTAINER	 HIZLI GEMÝ KONTEYNER
$Ship_QuickContainer_Down	Scroll Down	 Aþaðý kaydýr
$Ship_QuickContainer_Up	Scroll Up	 Yukarý kaydýrmak
$SHOW	Show Resources	 Kaynaklarý Göster
$Show Active Effects On HUD	Show Active Effects on HUD	 HUD'da Aktif Efektleri Göster
$SHOW ALL	SHOW ALL	 HEPSÝNÝ GÖSTER ?
$Show All Saves	Show All Saves	 Tüm Kayýtlarý Göster
$Show Damage Numbers	Show Damage Numbers	 Hasar Numaralarýný Göster
$Show Damage Numbers Desc	Enables showing floating damage numbers on the HUD.	 HUD'da deðiþken hasar sayýlarýnýn gösterilmesini saðlar.
$SHOW EFFECTS	SHOW EFFECTS	 ETKÝLERÝ GÖSTER
$Show Floating Markers	Show Floating Markers	 Kayan Ýþaretleyicileri Göster
$Show Floating Markers Desc	Enables floating mission markers overlayed on the game world.	 Oyun dünyasýnýn üzerine yerleþtirilmiþ kayan görev iþaretlerini etkinleþtirir.
$SHOW ME	Show Me	 Bana göster
$Show Item Info	Show Item Information in HUD	 Öðe Bilgilerini HUD'da Göster
$Show Item Info Desc	Show the item card displaying item information in the HUD.	 HUD'da öðe bilgilerini görüntüleyen öðe kartýný gösterin.
$Show on Map	SHOW ON MAP	 HARÝTADA GÖSTER
$Show Player	Show Player	 Oyuncuyu Göster
$ShowCaravans	SHOW SUPPLY LINES	 BESLEME HATLARINI GÖSTER
$ShowEULA	View Terms of Service	 Hizmet Þartlarýný Görüntüle
$SHOWOBJECTIVES	Inspect Objectives	 Hedefleri Denetle
$SHOWOBJECTIVES	SHOW OBJECTIVES	 HEDEFLERÝ GÖSTER
$SHOWONMAP	SHOW ON MAP	 HARÝTADA GÖSTER
$ShowQuestSummary	SHOW SUMMARY	 ÖZETÝ GÖSTER
$SHOW_QUEST_IN_HUD	Show mission in HUD	 Görevi HUD'da göster
$SHOW_QUEST_IN_HUD Desc	Enables keeping the active mission visible on the HUD at all times.	 Aktif görevin HUD'da her zaman görünür kalmasýný saðlar.
$SHOW_RESOURCES	SHOW RESOURCES	 KAYNAKLARI GÖSTER
$SHRINK	SHRINK	 ÇEKMEK
$Sign Up for An Account	Sign Up for An Account	 Hesap Kaydolun
$Sit	Sit	 Oturmak
$SIZE	SIZE	 BOYUT
$SKILL POINT AVAILABLE	SKILL POINT AVAILABLE	 BECERÝ PUANI MEVCUT
$SKILL POINTS	SKILL POINTS	 YETENEK PUANLARI
$SkillMaxedOut	Skill maxed out	 Beceri maksimuma çýktý
$SKILLPTS	SKILL PTS	 BECERÝ PUANLARI
$SKILLS	SKILLS	 YETENEKLER
$SKILLSET:	BACKGROUND:	 ARKA PLAN:
$SKIN TONE	SKIN TONE	 CÝLT TONU
$SKIP	SKIP	 ATLAMAK
$SLEEP	SLEEP	 UYUMAK
$SleepPrompt	Sleep for how long?	 Ne kadar süre uyumak?
$SLOT	SLOT	 YUVASI
$SLOW	SLOW	YAVAÞ
$SNAPLEFT	SNAP LEFT	 SOL'A EKLE
$SNAPRIGHT	SNAP RIGHT	 SAÐA YAKALAN
$Sneak	Sneak	 Gizlice
$SneakCaution	CAUTION	 DÝKKAT
$SneakDanger	DANGER	 TEHLÝKE
$SneakDetected	DETECTED	 SAPTANMIÞ
$SneakEvading	CAUTION	 DÝKKAT
$SneakHidden	HIDDEN	 GÝZLENMÝÞ
$sNoExitSaveQuit	Exit save is currently disabled.  Quitting to main menu.	 Çýkýþ kaydetme þu anda devre dýþý. Ana menüden çýkýlýyor.
$sNoExitSaveQuitConfirm	An exit save cannot be made right now.  Would you like to quit to the main menu anyway?	 Þu anda çýkýþ kaydý yapýlamaz. Yine de ana menüden çýkmak istiyor musunuz?
$sNoExitSaveQuitToDesktopConfirm	An exit save cannot be made right now.  Would you like to quit anyway?	 Þu anda çýkýþ kaydý yapýlamaz. Yine de vazgeçmek ister misin?
$Social	Social	 Sosyal
$SOCIAL	SOCIAL	 SOSYAL
$SOCIAL_ROBOT	ROBOTICS	 ROBOTÝK
$SOCIAL_SKILLS	SOCIAL	 SOSYAL
$SOCIAL_SKILLS_ADVANCED	Advanced Social skills	 Geliþmiþ Sosyal beceriler
$SOCIAL_SKILLS_EXPERT	Expert Social skills	 Uzman Sosyal beceriler
$SOCIAL_SKILLS_MASTER	Master Social skills	 Sosyal becerilerde ustalaþýn
$SOCIAL_XENO	XENO-SOCIAL	 KSENO-SOSYAL
$SOL DATE: MAY 7, 2330	SOL DATE: MAY 7, 2330	 SOL TARÝHÝ: 7 MAYIS 2330
$SORT	SORT	 DÜZENLEMEK
$SORT FILTER (TODO)	SORT FILTER (TODO)	 SIRALAMA FÝLTRESÝ (TODO)
$SORT_ABC	SORT (NAME)	 SIRALAMA (ÝSÝM)
$SORT_ABC_DESC	SORT (NAME DESC)	 SIRALAMA (ÝSÝM TANIMI)
$SORT_ACC	SORT (ACC)	 SIRALAMA (ACC)
$SORT_AMMO	SORT (AMMO)	 SIRALA (CEPHANE)
$SORT_ARMOR	SORT (ARMOR)	 SIRALA (ZIRH)
$SORT_COLUMN	SORT (COLUMN)	 SIRALAMA (SÜTUN)
$SORT_COLUMN_DESC	SORT (COLUMN DESC)	 SIRALAMA (SÜTUN TANIMI)
$SORT_DMG	SORT (DMG)	 SIRALA (DMG)
$SORT_RNG	SORT (RNG)	 SIRALA (RNG)
$SORT_ROF	SORT (ROF)	 SIRALAMA (ROF)
$SORT_TYPE	SORT (TYPE)	 SIRALAMA (TÜR)
$SORT_VAL	SORT (VAL)	 SIRALAMA (VAL)
$SORT_WT	SORT (WT)	 SIRALAMA (WT)
$Source:	Source:	 Kaynak:
$SPACEBAR)	SPACE)	 UZAY)
$SPACESHIP EDITOR	SPACESHIP EDITOR	 UZAY GEMÝSÝ EDÝTÖRÜ
$SpaceshipEditor	SPACESHIP EDITOR	 UZAY GEMÝSÝ EDÝTÖRÜ
$SpaceshipEditorSimplified	SHIP BUILDER	 GEMÝ YAPIMCISI
$SpaceshipEditorSimplified_AddEdit	Add/Edit/Confirm	 Ekle/Düzenle/Onayla
$SpaceshipEditorSimplified_Left	Undo/Previous Variant	 Geri Al/Önceki Varyant
$SpaceshipEditorSimplified_Cancel	Cancel	 Ýptal etmek
$SpaceshipEditorSimplified_Color	Color	 Renk
$SpaceshipEditorSimplified_Delete	Delete	 Silmek
$SpaceshipEditorSimplified_DuplicateFlip	Duplicate/Flip	 Çoðalt/Çevir
$SpaceshipEditorSimplified_FlightCheck	Flight Check	 Uçuþ Kontrolü
$SpaceshipEditorSimplified_Down	Floor Down	 Yerden Aþaðý
$SpaceshipEditorSimplified_Up	Floor Up	 Kat Yukarý
$SpaceshipEditorSimplified_Right	Redo/Next Variant	 Yinele/Sonraki Varyant
$SpaceshipEditorSimplified_LShoulder	Left Shoulder	 Sol omuz
$SpaceshipEditorSimplified_RShoulder	Right Shoulder	 Sað omuz
$SpaceshipEditor_Accept	Accept	 Kabul etmek
$SpaceshipEditor_EditorTCG	EditorTCG	 EditörTCG
$SpaceshipEditor_FloorDown	Floor Down	 Yerden Aþaðý
$SpaceshipEditor_FloorUp	Floor Up	 Kat Yukarý
$SpaceshipEditor_ModuleDetails	Module Details	 Modül Detaylarý
$SpaceshipEditor_Options	Options	 Seçenekler
$SpaceshipEditor_Pan	Pan	Tava
$SpaceshipEditor_PanDown	Pan Down	 Aþaðý Kaydýr
$SpaceshipEditor_PanLeft	Pan Left	 Sola Kaydýr
$SpaceshipEditor_PanRight	Pan Right	 Saða Kaydýr
$SpaceshipEditor_PanUp	Pan Up	 Yukarý Kaydýr
$SpaceshipEditor_Rotate	Rotate	 Döndür
$SpaceshipEditor_ZoomIn	Zoom In	 Yakýnlaþtýr
$SpaceshipEditor_ZoomOut	Zoom Out	 Uzaklaþtýr
$Spaceship_Interaction	SPACESHIP (DOCKED/GROUNDED)	 UZAY GEMÝSÝ (YERLEÞTÝRÝLMÝÞ/YERE YERLEÞTÝRÝLMÝÞ)
$Spaceship_Interaction_Cancel	Get Up	 Uyanmak
$Spaceship_Interaction_ExitShip	Exit Ship From Cockpit	 Gemiden Kokpitten Çýkýþ
$Spaceship_Interaction_TakeOff	Undock/Take-Off Ship	 Gemiyi Çýkarma/Kalkýþ
$SpacesuitWorkbench	Spacesuit Workbench	 Uzay Giysisi Tezgahý
$Spanish	Spanish	 Ýspanyol
$SpecialConfirmResetPoints	Reset point allocation and start over?	 Puan tahsisi sýfýrlanýp baþtan mý baþlansýn?
$SpecialIntroText	Tell us about yourself! Vault-Tec needs to know what kind of citizen you are to ensure your future happiness.	 Bize kendinden bahset! Gelecekteki mutluluðunuzu garanti altýna almak için Vault-Tec'in nasýl bir vatandaþ olduðunuzu bilmesi gerekiyor.
$SpecialNameCharacter	The name contains forbidden characters.	 Ad yasak karakterler içeriyor.
$SpecialNameEmpty	You must name your character before proceeding.	 Devam etmeden önce karakterinize isim vermelisiniz.
$SpecialPointsRemaining	You must use all points before proceeding.	 Devam etmeden önce tüm noktalarý kullanmanýz gerekir.
$SPECIALTY	Assignment Bonus	 Atama Bonusu
$Specularity Fade	Specularity Fade	 Spekülerlik Solmasý
$SPEECH FAILED!	PERSUASION FAIL	 ÝKNA BAÞARISIZLIÐI
$SPEECH SUCCESSFUL!	PERSUASION SUCCESS	 ÝNA BAÞARISI
$SpeechTag	[Persuade]	 [Ýkna etmek]
$SPEED	SPEED	 HIZ
$speed	Speed	 Hýz
$SpendAPointToUnlock	Spend a point to unlock this skill	 Bu becerinin kilidini açmak için bir puan harcayýn
$SPENDING	SPENDING	 HARCAMA
$SPLOTCHY	SPLOTCHY	 lekeli
$Sprint	Sprint	 Sprint
$SQUARE	SQUARE	 KARE
$sQuestRejectConfirm	Are you sure you want to reject this mission?	 Bu görevi reddetmek istediðinizden emin misiniz?
$STANDING	STANDING	 AYAKTA
$Star	STAR	 YILDIZ
$STAR MAP	STAR MAP	 YILDIZ HARÝTASI
$STAR TYPE	SPECTRAL CLASS	 SPEKTRAL SINIFI
$StarbornNewGame	Starborn	 Yýldýzdoðumlu
$STARBORNPOWER	POWER	 GÜÇ
$STARMAP	STARMAP	 YILDIZ HARÝTASI
$StarMap	STARMAP	 YILDIZ HARÝTASI
$StarMap_ExecuteJump	Execute Jump	 Atlamayý Yürüt
$StarMap_Filter	Filter	 Filtre
$StarMap_Inspect	STARMAP (INSPECT)	 YILDIZ HARÝTASI (ÝNCELEME)
$StarMap_Inspect_OpenResourceView	Open Resource View	 Kaynak Görünümünü Aç
$StarMap_Inspect_PlaceMarker	Place Marker	 Yer Ýþareti
$StarMap_Interact	STARMAP (INTERACT)	 YILDIZ HARÝTASI (ETKÝLEÞÝM)
$StarMap_Interact_Inspect	Inspect	 Ýncelemek
$StarMap_OpenMissionMenu	Open Mission Menu	 Görev Menüsünü Aç
$StarMap_OpenMissions	Open Missions	 Açýk Görevler
$StarMap_OpenResourceView	Open Resource View	 Kaynak Görünümünü Aç
$StarMap_PanDown	Pan Down	 Aþaðý Kaydýr
$StarMap_PanLeft	Pan Left	 Sola Kaydýr
$StarMap_PanRight	Pan Right	 Saða Kaydýr
$StarMap_PanUp	Pan Up	 Yukarý Kaydýr
$StarMap_Select	Select	 Seçme
$StarMap_SetRouteDestination	Set Route Destination	 Rota Hedefini Ayarla
$StarMap_ShowAllNameplates	Show All Nameplates	Tüm Ýsim Plakalarýný Göster
$StarMap_ShowMe	Show Me	 Bana göster
$StarMap_SurfaceMap	Surface Map	 Yüzey Haritasý
$StarMap_SystemInspect	STARMAP (SYSTEM INSPECT)	 STARMAP (SÝSTEM DENETÝMÝ)
$StarMap_SystemInspect_AddRemovePlot	Add/Remove Plot	 Grafik Ekle/Kaldýr
$StarMap_SystemInspect_PlotAndTransfer	Plot And Transfer	 Arsa ve Transfer
$StarMap_SystemInspect_ResetCamera	Reset Camera	 Kamerayý Sýfýrla
$StarMap_SystemSelect	System Select	 Sistem Seçimi
$StarMap_ZoomIn	Zoom In	 Yakýnlaþtýr
$StarMap_ZoomOut	Zoom Out	 Uzaklaþtýr
$STARTING_SKILLS	STARTING SKILLS	 BAÞLANGIÇ BECERÝLERÝ
$START_SECURITY_GAME	START ({0})	 BAÞLANGIÇ ({0})
$STAT	STAT	 ÝSTATÝSTÝK
$Station	STATION	 ÝSTASYON
$STATS	STATS	 ÝSTATÝSTÝKLER
$STATUS	STATUS	 DURUM
$STATUS_EFFECTS	STATUS EFFECTS	 DURUM ETKÝLERÝ
$STEAL	STEAL	 HIRSIZLIK YAPMAK
$STICKER MODE	STICKER MODE	 ÇIKARTMA MODU
$Stimpak	STIMPAK	 STÝMPAK
$Stolen	Stolen	 Çalýntý
$STORE	STORE	 MAÐAZA
$STORE ALL	STORE ALL	 TÜMÜNÜ DEPOLA
$StoreAllJunk	STORE ALL JUNK	 TÜM ÇÖPLERÝ DEPOLAYIN
$StoreAllResources	STORE ALL RESOURCES	 TÜM KAYNAKLARI DEPOLAYIN
$StrafeLeft	Strafe Left	 Strafe Sol
$StrafeRight	Strafe Right	 Strafe Sað
$StreamInstallCaption	Installing	 Kurulum
$Strength	Strength	 Kuvvet
$STRENGTH	STRENGTH	 KUVVET
$STYLE	STYLE	 STÝL
$STYLE_BLENDS	SHAPE BLENDS	 ÞEKÝL KARIÞIMLARI
$SUBJPrepend	SUBJ:	 KONU:
$Subscribe	Subscribe	 Abone
$Subscribing	Subscribing...	 Abone olunuyor...
$Subscribing...	Subscribing...	 Abone olunuyor...
$SUBTRACT	SUBTRACT	 ÇIKAR
$Sudden Development	Sudden Development	 Ani Geliþme
$SUIT	SUIT	 UYGUN OLMAK
$SUIT RESISTANCE	SUIT RESISTANCE	 TAKIM DÝRENCÝ
$Super Stimpak	Super Stimpak	 Süper Stimpak
$Surface	Surface	 Yüzey
$SURFACE MAP	SURFACE MAP	 YÜZEY HARÝTASI
$SurfaceMap	SURFACE MAP	 YÜZEY HARÝTASI
$SurfaceMap_FastTravelShip	Fast Travel To Ship	 Gemiye Hýzlý Seyahat
$SURVEY	SURVEY	 ANKET
$SURVEY LEVEL INCREASED	SURVEY LEVEL INCREASED	 ANKET SEVÝYESÝ ARTTI
$SURVEYED	SURVEYED	 ANKET YAPILDI
$SURVEYOR	SURVEYOR	 ANKETÖR
$SURVEY_PCT:	SURVEY PERCENT:	 ANKET YÜZDE:
$Survival	Survival	 Hayatta kalma
$Swap System Controls	Swap Controls	 Takas Kontrolleri
$SWITCH	SWITCH	 ANAHTAR
$SYRINGER	SYRINGER	 ÞIRINGA
$System	SYSTEM	 SÝSTEM
$SYSTEM	SYSTEM	 SÝSTEM
$SYSTEM INFO	SYSTEM INFO	 SÝSTEM BÝLGÝSÝ
$SYSTEM MAP	SYSTEM MAP	 SÝSTEM HARÝTASI
$SYSTEM SUBTITLE	{0} System	 {0} Sistemi
$SYSTEM SUBTITLE MOON	Moon of {0}, {1} System	 {0} Ayý, {1} Sistemi
$SYSTEM SURVEY PCT	SYSTEM SURVEY %	 SÝSTEM ANKETÝ %
$TAG FOR SEARCH	TAG FOR SEARCH	 ARAMA ÝÇÝN ETÝKET
$TAKE	TAKE	 ALMAK
$TAKE ALL	TAKE ALL	 HEPSÝNÝ AL
$TAKE OFF	TAKE OFF	 ÇIKARMAK
$TAKE PHOTO	TAKE PHOTO	 FOTOÐRAF ÇEK
$TakeAllResources	TAKE ALL RESOURCES	 TÜM KAYNAKLARI ALIN
$TALK	TALK	 KONUÞMAK
$TARGET LOCK	TARGET LOCK	 HEDEF KÝLÝDÝ
$Target Ship System	Target Ship System	Hedef Gemi Sistemi
$Target:	Target:	 Hedef:
$TargetingDestroyed	Destroyed	 Yerlebir edilmiþ
$TargetingNoAP	Target Lost	 Hedef kayboldu
$TargetingTargetLost	Target Lost	 Hedef kayboldu
$TATTOOS	TATTOOS	 DÖVMELER
$TECH	TECH	 TEKNOLOJÝ
$Tech	Tech	 Teknoloji
$TECH_SKILLS	TECH	 TEKNOLOJÝ
$TECH_SKILLS_ADVANCED	Advanced Tech skills	 Ýleri Teknoloji becerileri
$TECH_SKILLS_EXPERT	Expert Tech skills	 Uzman Teknoloji becerileri
$TECH_SKILLS_MASTER	Master Tech skills	 Usta Teknoloji becerileri
$TEMP	TEMP	 SICAKLIK
$TEMP RESISTANCE	TEMP RESISTANCE	 SICAKLIK DÝRENCÝ
$TEMPERATURE	TEMPERATURE	 SICAKLIK
$Terminal	TERMINAL	 TERMÝNAL
$Terminal_Left	Left	 Sol
$Terminal_Right	Right	 Sað
$Terminal_SwitchView	Switch View	 Görünümü Deðiþtir
$TERRAIN	TERRAIN	 ARAZÝ
$Texture	Texture	 Doku
